0,Performance Management System Software,Culture Amp,4.7 (62),"With Culture Amp, prioritize and deliver impactful programs across performance management, employee engagement, and development - all in one intuitive platform. By leveraging science-backed goal/OKR tracking, 1-on-1 templates, built-in calibrations, and 360° feedback, you can create a performance review process that supports managers and employees. Discover how 5,000+ companies, including Salesforce, Unilever, and PwC use our trusted data, tools, and partnership to build high-performing teams.",undefined by the vendor,"['Cloud, SaaS, Web-Based']",Located in United States,Founded in 2011,https://www.cultureamp.com,"['360 Degree Feedback', 'Anonymous Feedback', 'Assessment Management', 'Benchmarking', 'Compensation Management', 'Customizable Dashboard', 'Customizable Templates', 'Customization', 'Dashboard', 'Employee Management', 'Employee Recognition', 'Goal Management', 'Goal Setting / Tracking', 'Individual Development Plans', 'KPI Monitoring']"
0,Performance Management System Software,Culture Amp,4.7 (62),"With Culture Amp, prioritize and deliver impactful programs across performance management, employee engagement, and development - all in one intuitive platform. By leveraging science-backed goal/OKR tracking, 1-on-1 templates, built-in calibrations, and 360° feedback, you can create a performance review process that supports managers and employees. Discover how 5,000+ companies, including Salesforce, Unilever, and PwC use our trusted data, tools, and partnership to build high-performing teams.",undefined by the vendor,"['Cloud, SaaS, Web-Based']",Located in United States,Founded in 2011,https://www.cultureamp.com,"['360 Degree Feedback', 'Anonymous Feedback', 'Assessment Management', 'Benchmarking', 'Compensation Management', 'Customizable Dashboard', 'Customizable Templates', 'Customization', 'Dashboard', 'Employee Management', 'Employee Recognition', 'Goal Management', 'Goal Setting / Tracking', 'Individual Development Plans', 'KPI Monitoring']"
0,Performance Management System Software,Workhuman Conversations,0,"Combining agile performance development and structured feedback, Conversations® builds connections between managers, employees, peers and mentors through a continuous performance management culture and growth mindset. 

With ongoing check-ins, feedback and priorities, employees build more collaborative, trusting relationships to enhance performance and productivity.   

And employees and managers have a full development feed at their fingertips, so there are never any surprises or misalignment.",undefined by the vendor,"['Cloud, SaaS, Web-Based', 'Mobile - Android', 'Mobile - iPhone', 'Mobile - iPad']",Located in United States,Founded in 1999,https://www.workhuman.com/,"['360 Degree Feedback', 'Goal Management', 'Individual Development Plans', 'On-going Performance Tracking', 'Peer Appraisals', 'Performance Management', 'Progress Tracking', 'Reporting/Analytics', 'Self Assessment', 'Self Service Portal', 'Surveys & Feedback']"
0,Onboarding Software,ClearCompany,4.4 (277),"ClearCompany makes completely paperless onboarding simple with automated, online delivery, tracking, collection and storage of all onboarding forms and documents. You'll save time, money and eliminate errors by using ClearCompany's smart forms that put an end to redundant data entry by pre-filling previously entered information and validate data for formatting and accuracy.",undefined by the vendor,"['Cloud, SaaS, Web-Based', 'Desktop - Mac', 'Desktop - Windows', 'Desktop - Linux', 'Desktop - Chromebook', 'Mobile - Android', 'Mobile - iPhone', 'Mobile - iPad']",Located in United States,Founded in 2004,https://www.clearcompany.com/,"['360 Degree Feedback', 'Anonymous Feedback', 'Applicant Tracking', 'Assessment Management', 'Background Screening', 'Candidate Tracking', 'Customizable Templates', 'Customization', 'Dashboard', 'Document Management', 'E-Verify/I-9 Forms', 'Electronic Forms', 'Electronic Signature', 'Employee Database', 'Employee Handbook']"
0,360 Degree Feedback Software,EchoSpan Flexible 360,4.8 (40),"EchoSpan's Flexible 360 feedback platform puts you in control. Every aspect of your employee feedback program is easily customizable by you, including competency models, questions, rating scales, workflows, branding, email messages and more. Start from scratch or select a professional template. EchoSpan works in more than 100 languages and serves the needs of more than 6,000 organizations worldwide. Special features are available for HR coaches and consultants. EchoSpan is fully GDPR-compliant.",Starting From: $99.00 one-time,"['Cloud, SaaS, Web-Based', 'Desktop - Mac', 'Desktop - Windows', 'Mobile - Android', 'Mobile - iPhone', 'Mobile - iPad']",Located in United States,Founded in 2002,http://www.echospan.com/,"['Anonymous Feedback', 'Assessment Management', 'Dashboard', 'Progress Tracking', 'Question Library', 'Rater Selection', 'Reporting/Analytics', 'Self Service Portal', 'Surveys & Feedback']"
0,Employee Engagement Software,Qualtrics EmployeeXM,4.7 (67),"Qualtrics EmployeeXM (EX) creates a snapshot across the entire employee lifecycle, automatically prioritizing key drivers of engagement and experience so you can build strong teams, drive productivity, and reduce unwanted attrition.You gain the power and flexibility to tailor your engagement program to meet your needs, whether that includes a regular employee census survey or ad-hoc pulse surveys. In addition to world-class technology, we offer consulting and a 24/7 live support team.",undefined by the vendor,"['Cloud, SaaS, Web-Based', 'Desktop - Mac', 'Desktop - Windows', 'Mobile - Android', 'Mobile - iPhone', 'Mobile - iPad']",Located in United States,Founded in 2013,https://www.qualtrics.com/,"['Anonymous Feedback', 'Benchmarking', 'Compensation Management', 'Competency Management', 'Dashboard', 'Electronic Forms', 'Electronic Signature', 'Employee Management', 'Employee Recognition', 'Goal Management', 'Goal Setting / Tracking', 'Individual Development Plans', 'Negative Feedback Management', 'Onboarding', 'Orientation Workflow Management']"
0,Performance Management System Software,Culture Amp,4.7 (62),"With Culture Amp, prioritize and deliver impactful programs across performance management, employee engagement, and development - all in one intuitive platform. By leveraging science-backed goal/OKR tracking, 1-on-1 templates, built-in calibrations, and 360° feedback, you can create a performance review process that supports managers and employees. Discover how 5,000+ companies, including Salesforce, Unilever, and PwC use our trusted data, tools, and partnership to build high-performing teams.",undefined by the vendor,"['Cloud, SaaS, Web-Based']",Located in United States,Founded in 2011,https://www.cultureamp.com,"['360 Degree Feedback', 'Anonymous Feedback', 'Assessment Management', 'Benchmarking', 'Compensation Management', 'Customizable Dashboard', 'Customizable Templates', 'Customization', 'Dashboard', 'Employee Management', 'Employee Recognition', 'Goal Management', 'Goal Setting / Tracking', 'Individual Development Plans', 'KPI Monitoring']"
0,Performance Management System Software,Culture Amp,4.7 (62),"With Culture Amp, prioritize and deliver impactful programs across performance management, employee engagement, and development - all in one intuitive platform. By leveraging science-backed goal/OKR tracking, 1-on-1 templates, built-in calibrations, and 360° feedback, you can create a performance review process that supports managers and employees. Discover how 5,000+ companies, including Salesforce, Unilever, and PwC use our trusted data, tools, and partnership to build high-performing teams.",undefined by the vendor,"['Cloud, SaaS, Web-Based']",Located in United States,Founded in 2011,https://www.cultureamp.com,"['360 Degree Feedback', 'Anonymous Feedback', 'Assessment Management', 'Benchmarking', 'Compensation Management', 'Customizable Dashboard', 'Customizable Templates', 'Customization', 'Dashboard', 'Employee Management', 'Employee Recognition', 'Goal Management', 'Goal Setting / Tracking', 'Individual Development Plans', 'KPI Monitoring']"
0,Performance Management System Software,Culture Amp,4.7 (62),"With Culture Amp, prioritize and deliver impactful programs across performance management, employee engagement, and development - all in one intuitive platform. By leveraging science-backed goal/OKR tracking, 1-on-1 templates, built-in calibrations, and 360° feedback, you can create a performance review process that supports managers and employees. Discover how 5,000+ companies, including Salesforce, Unilever, and PwC use our trusted data, tools, and partnership to build high-performing teams.",undefined by the vendor,"['Cloud, SaaS, Web-Based']",Located in United States,Founded in 2011,https://www.cultureamp.com,"['360 Degree Feedback', 'Anonymous Feedback', 'Assessment Management', 'Benchmarking', 'Compensation Management', 'Customizable Dashboard', 'Customizable Templates', 'Customization', 'Dashboard', 'Employee Management', 'Employee Recognition', 'Goal Management', 'Goal Setting / Tracking', 'Individual Development Plans', 'KPI Monitoring']"
0,Performance Management System Software,Culture Amp,4.7 (62),"With Culture Amp, prioritize and deliver impactful programs across performance management, employee engagement, and development - all in one intuitive platform. By leveraging science-backed goal/OKR tracking, 1-on-1 templates, built-in calibrations, and 360° feedback, you can create a performance review process that supports managers and employees. Discover how 5,000+ companies, including Salesforce, Unilever, and PwC use our trusted data, tools, and partnership to build high-performing teams.",undefined by the vendor,"['Cloud, SaaS, Web-Based']",Located in United States,Founded in 2011,https://www.cultureamp.com,"['360 Degree Feedback', 'Anonymous Feedback', 'Assessment Management', 'Benchmarking', 'Compensation Management', 'Customizable Dashboard', 'Customizable Templates', 'Customization', 'Dashboard', 'Employee Management', 'Employee Recognition', 'Goal Management', 'Goal Setting / Tracking', 'Individual Development Plans', 'KPI Monitoring']"
